User_ID,Product_ID,Age,Gender,City,Occupation,Product_Category,Weather,Time_of_Day,Loyalty_Tier,Purchase_Amount,CustomerSegment,Time_Bin,Persona
U14162,P678,26,Female,Urban,Student,Electronics,Rainy,Afternoon,Silver,255.12,1,1,Premium Buyer
U14163,P757,44,Female,Urban,Unemployed,Groceries,Snowy,Morning,Bronze,48.23,3,0,First-Time Buyer
U14164,P705,51,Female,Urban,Retired,Home Decor,Sunny,Evening,Silver,148.25,4,2,Impulsive Buyer
U14165,P329,18,Female,Urban,Student,Electronics,Rainy,Night,New,312.61,1,3,Premium Buyer
U14166,P713,49,Female,Suburban,Unemployed,Toys,Rainy,Evening,New,82.91,3,2,First-Time Buyer
U14167,P699,42,Female,Rural,Student,Clothing,Rainy,Morning,Silver,89.1,2,0,Bargain Hunter
U14168,P680,46,Female,Urban,Unemployed,Clothing,Rainy,Afternoon,New,107.59,5,1,Premium Buyer
U14169,P169,24,Female,Suburban,Retired,Groceries,Snowy,Evening,Gold,44.17,0,2,Budget Buyer
U14170,P661,20,Female,Rural,Professional,Groceries,Sunny,Afternoon,New,51.75,2,1,Bargain Hunter
U14171,P116,37,Female,Urban,Unemployed,Toys,Sunny,Night,Silver,69.01,4,3,Impulsive Buyer
U14172,P718,37,Male,Rural,Retired,Groceries,Sunny,Evening,Silver,49.12,2,2,Bargain Hunter
U14173,P818,47,Female,Urban,Unemployed,Groceries,Rainy,Afternoon,Gold,40.38,3,1,First-Time Buyer
U14174,P477,52,Male,Rural,Professional,Clothing,Cloudy,Morning,Gold,85.4,2,0,Bargain Hunter
U14175,P330,52,Female,Urban,Student,Home Decor,Snowy,Night,Bronze,137.93,3,3,First-Time Buyer
U14176,P246,56,Female,Urban,Professional,Clothing,Snowy,Afternoon,Gold,79.57,5,1,Premium Buyer
U14177,P978,44,Other,Suburban,Professional,Clothing,Snowy,Afternoon,New,92.88,5,1,Premium Buyer
U14178,P383,43,Male,Rural,Student,Toys,Sunny,Morning,Gold,65.18,2,0,Bargain Hunter
U14179,P921,31,Male,Urban,Professional,Toys,Sunny,Night,Gold,70.57,0,3,Budget Buyer
U14180,P794,34,Female,Suburban,Retired,Home Decor,Snowy,Morning,Gold,139.61,0,0,Budget Buyer
U14181,P884,35,Male,Suburban,Unemployed,Electronics,Rainy,Night,Bronze,305.14,1,3,Premium Buyer
U14182,P118,62,Male,Urban,Professional,Groceries,Cloudy,Afternoon,New,47.18,0,1,Budget Buyer
U14183,P287,46,Female,Urban,Unemployed,Groceries,Sunny,Afternoon,Bronze,43.49,3,1,First-Time Buyer
U14184,P834,37,Female,Urban,Unemployed,Clothing,Sunny,Night,Bronze,98.55,5,3,Premium Buyer
U14185,P895,44,Male,Urban,Student,Clothing,Rainy,Afternoon,Silver,81.54,5,1,Premium Buyer
U14186,P617,35,Female,Suburban,Professional,Home Decor,Rainy,Evening,Bronze,152.73,0,2,Budget Buyer
U14187,P908,21,Male,Rural,Student,Groceries,Sunny,Afternoon,New,53.26,2,1,Bargain Hunter
U14188,P811,18,Female,Suburban,Student,Clothing,Rainy,Night,Gold,89.99,5,3,Premium Buyer
U14189,P901,18,Male,Rural,Unemployed,Clothing,Rainy,Evening,Gold,85.89,2,2,Bargain Hunter
U14190,P440,43,Female,Urban,Retired,Toys,Rainy,Night,Gold,74.44,0,3,Budget Buyer
U14191,P311,62,Male,Urban,Unemployed,Electronics,Cloudy,Evening,Bronze,282.63,1,2,Premium Buyer
U14192,P951,37,Female,Rural,Student,Home Decor,Cloudy,Evening,Bronze,156.37,2,2,Bargain Hunter
U14193,P878,40,Male,Rural,Professional,Electronics,Cloudy,Morning,New,322.91,1,0,Premium Buyer
U14194,P405,27,Female,Urban,Retired,Electronics,Rainy,Morning,Silver,249.83,1,0,Premium Buyer
U14195,P244,28,Male,Urban,Retired,Home Decor,Rainy,Evening,Gold,137.57,0,2,Budget Buyer
U14196,P476,58,Male,Rural,Professional,Groceries,Cloudy,Evening,Silver,43.24,2,2,Bargain Hunter
U14197,P617,58,Female,Urban,Professional,Clothing,Cloudy,Evening,Silver,94.83,5,2,Premium Buyer
U14198,P551,22,Female,Urban,Retired,Home Decor,Snowy,Morning,Gold,114.76,0,0,Budget Buyer
U14199,P563,18,Male,Suburban,Student,Clothing,Sunny,Morning,New,95.52,5,0,Premium Buyer
U14200,P989,34,Male,Rural,Retired,Toys,Cloudy,Morning,Bronze,79.93,2,0,Bargain Hunter
U14201,P840,39,Male,Suburban,Retired,Electronics,Snowy,Evening,Bronze,311.92,1,2,Premium Buyer
U14202,P951,51,Male,Suburban,Retired,Toys,Snowy,Evening,Silver,67.26,4,2,Impulsive Buyer
U14203,P255,62,Male,Urban,Student,Electronics,Cloudy,Night,Platinum,238.05,1,3,Premium Buyer
U14204,P892,58,Male,Suburban,Professional,Groceries,Snowy,Afternoon,Gold,43.24,0,1,Budget Buyer
U14205,P631,46,Female,Urban,Professional,Home Decor,Cloudy,Afternoon,Bronze,155.4,0,1,Budget Buyer
U14206,P851,21,Female,Rural,Professional,Groceries,Sunny,Morning,Bronze,47.06,2,0,Bargain Hunter
U14207,P378,22,Male,Urban,Student,Electronics,Sunny,Morning,Bronze,309.71,1,0,Premium Buyer
U14208,P673,28,Other,Suburban,Student,Toys,Sunny,Afternoon,Platinum,70.12,4,1,Impulsive Buyer
U14209,P634,38,Female,Rural,Professional,Electronics,Cloudy,Morning,New,326.5,1,0,Premium Buyer
U14210,P352,52,Male,Urban,Unemployed,Groceries,Snowy,Evening,Platinum,41.99,3,2,First-Time Buyer
U14211,P179,29,Male,Rural,Unemployed,Groceries,Cloudy,Afternoon,New,46.26,2,1,Bargain Hunter
U14212,P906,43,Female,Urban,Professional,Toys,Sunny,Evening,Gold,69.39,0,2,Budget Buyer
U14213,P892,36,Male,Urban,Unemployed,Toys,Snowy,Afternoon,Gold,71.45,3,1,First-Time Buyer
U14214,P186,62,Male,Urban,Unemployed,Groceries,Rainy,Afternoon,Gold,46.37,3,1,First-Time Buyer
U14215,P734,24,Female,Rural,Professional,Electronics,Sunny,Morning,Gold,269.18,1,0,Premium Buyer
U14216,P414,64,Female,Rural,Professional,Electronics,Cloudy,Evening,Bronze,287.22,1,2,Premium Buyer
U14217,P498,24,Male,Urban,Student,Home Decor,Cloudy,Evening,Gold,119.98,3,2,First-Time Buyer
U14218,P698,43,Female,Urban,Unemployed,Groceries,Cloudy,Night,Silver,44.61,4,3,Impulsive Buyer
U14219,P556,57,Female,Rural,Unemployed,Home Decor,Rainy,Evening,Gold,131.03,2,2,Bargain Hunter
U14220,P599,22,Female,Urban,Professional,Groceries,Snowy,Evening,Silver,43.42,4,2,Impulsive Buyer
U14221,P868,38,Female,Suburban,Retired,Home Decor,Cloudy,Morning,Bronze,141.26,0,0,Budget Buyer
U14222,P346,31,Male,Suburban,Professional,Clothing,Cloudy,Night,Gold,76.8,5,3,Premium Buyer
U14223,P890,21,Female,Rural,Student,Electronics,Cloudy,Evening,Bronze,306.6,1,2,Premium Buyer
U14224,P503,40,Male,Suburban,Retired,Electronics,Sunny,Morning,Gold,231.27,1,0,Premium Buyer
U14225,P962,59,Male,Urban,Retired,Clothing,Sunny,Afternoon,Bronze,93.28,5,1,Premium Buyer
U14226,P637,37,Male,Rural,Retired,Toys,Rainy,Evening,New,80.18,2,2,Bargain Hunter
U14227,P158,32,Male,Urban,Student,Clothing,Snowy,Morning,Silver,98.5,5,0,Premium Buyer
U14228,P870,62,Male,Urban,Unemployed,Electronics,Snowy,Afternoon,Gold,277.19,1,1,Premium Buyer
U14229,P230,46,Male,Urban,Professional,Groceries,Cloudy,Evening,Silver,46.32,4,2,Impulsive Buyer
U14230,P328,25,Male,Rural,Student,Home Decor,Cloudy,Evening,Platinum,122.02,2,2,Bargain Hunter
U14231,P244,58,Female,Suburban,Student,Electronics,Sunny,Morning,New,291.99,1,0,Premium Buyer
U14232,P549,36,Male,Urban,Retired,Clothing,Sunny,Afternoon,Bronze,86.28,5,1,Premium Buyer
U14233,P627,56,Female,Suburban,Retired,Groceries,Sunny,Afternoon,Bronze,45.29,0,1,Budget Buyer
U14234,P860,63,Male,Urban,Student,Electronics,Sunny,Afternoon,New,320.86,1,1,Premium Buyer
U14235,P280,45,Male,Rural,Unemployed,Clothing,Cloudy,Afternoon,New,102.97,2,1,Bargain Hunter
U14236,P349,63,Male,Urban,Retired,Electronics,Sunny,Evening,New,318.87,1,2,Premium Buyer
U14237,P404,44,Male,Suburban,Student,Clothing,Snowy,Afternoon,Bronze,101.4,5,1,Premium Buyer
U14238,P905,21,Female,Suburban,Retired,Clothing,Sunny,Morning,Gold,77.56,5,0,Premium Buyer
U14239,P622,32,Male,Urban,Professional,Electronics,Rainy,Morning,Gold,246.69,1,0,Premium Buyer
U14240,P298,52,Other,Rural,Professional,Groceries,Sunny,Evening,Bronze,49.17,2,2,Bargain Hunter
U14241,P721,54,Other,Urban,Professional,Electronics,Cloudy,Morning,Bronze,305.13,1,0,Premium Buyer
U14242,P435,18,Male,Suburban,Retired,Electronics,Cloudy,Night,New,318.09,1,3,Premium Buyer
U14243,P786,20,Female,Suburban,Retired,Groceries,Cloudy,Evening,New,49.22,2,2,Bargain Hunter
U14244,P303,64,Male,Suburban,Unemployed,Electronics,Sunny,Night,Bronze,309.63,1,3,Premium Buyer
U14245,P872,41,Female,Urban,Professional,Home Decor,Snowy,Afternoon,Bronze,136.82,0,1,Budget Buyer
U14246,P859,44,Female,Rural,Unemployed,Home Decor,Cloudy,Night,Bronze,138.96,2,3,Bargain Hunter
U14247,P109,57,Male,Urban,Student,Home Decor,Snowy,Evening,Platinum,112.35,4,2,Impulsive Buyer
U14248,P257,53,Male,Suburban,Student,Clothing,Cloudy,Afternoon,Bronze,89.81,5,1,Premium Buyer
U14249,P422,51,Male,Suburban,Professional,Toys,Cloudy,Morning,Bronze,68.53,0,0,Budget Buyer
U14250,P429,46,Male,Rural,Unemployed,Electronics,Snowy,Evening,Bronze,274.08,1,2,Premium Buyer
U14251,P348,41,Female,Suburban,Retired,Toys,Rainy,Afternoon,Bronze,73.06,0,1,Budget Buyer
U14252,P729,41,Male,Urban,Unemployed,Home Decor,Cloudy,Evening,Bronze,130.17,3,2,First-Time Buyer
U14253,P941,59,Male,Rural,Student,Groceries,Snowy,Afternoon,New,48.4,2,1,Bargain Hunter
U14254,P363,21,Male,Urban,Unemployed,Home Decor,Cloudy,Evening,New,144.04,3,2,First-Time Buyer
U14255,P255,20,Female,Urban,Student,Electronics,Sunny,Evening,Silver,286.15,1,2,Premium Buyer
U14256,P561,51,Male,Rural,Student,Toys,Snowy,Evening,Silver,67.05,2,2,Bargain Hunter
U14257,P816,40,Female,Suburban,Unemployed,Toys,Cloudy,Evening,New,83.6,3,2,First-Time Buyer
U14258,P417,40,Female,Urban,Retired,Clothing,Rainy,Night,Gold,78.71,5,3,Premium Buyer
U14259,P827,62,Female,Suburban,Student,Groceries,Sunny,Afternoon,New,49.96,3,1,First-Time Buyer
U14260,P432,22,Female,Urban,Unemployed,Home Decor,Cloudy,Afternoon,Gold,133.53,3,1,First-Time Buyer
U14261,P804,48,Male,Urban,Student,Groceries,Sunny,Evening,New,51.06,3,2,First-Time Buyer
U14262,P404,58,Male,Urban,Professional,Electronics,Rainy,Evening,Bronze,293.31,1,2,Premium Buyer
U14263,P222,23,Female,Suburban,Retired,Clothing,Snowy,Morning,Bronze,89.42,5,0,Premium Buyer
U14264,P178,54,Female,Suburban,Professional,Home Decor,Cloudy,Afternoon,Bronze,151.83,0,1,Budget Buyer
U14265,P220,27,Female,Suburban,Student,Electronics,Snowy,Night,Platinum,261.7,1,3,Premium Buyer
U14266,P320,57,Male,Urban,Retired,Groceries,Cloudy,Afternoon,Bronze,44.22,0,1,Budget Buyer
U14267,P818,24,Male,Suburban,Unemployed,Clothing,Cloudy,Afternoon,Silver,96.99,5,1,Premium Buyer
U14268,P659,56,Other,Urban,Unemployed,Home Decor,Snowy,Afternoon,Gold,124.89,3,1,First-Time Buyer
U14269,P744,55,Male,Suburban,Retired,Groceries,Snowy,Morning,Bronze,49.39,0,0,Budget Buyer
U14270,P822,38,Male,Rural,Professional,Home Decor,Cloudy,Night,New,150.2,2,3,Bargain Hunter
U14271,P197,37,Male,Urban,Professional,Clothing,Rainy,Evening,Gold,89.99,5,2,Premium Buyer
U14272,P151,20,Other,Suburban,Retired,Clothing,Rainy,Night,Bronze,86.36,5,3,Premium Buyer
U14273,P115,39,Male,Rural,Unemployed,Groceries,Cloudy,Evening,Gold,41.0,2,2,Bargain Hunter
U14274,P818,64,Male,Urban,Retired,Home Decor,Snowy,Evening,Silver,122.78,4,2,Impulsive Buyer
U14275,P366,21,Female,Suburban,Professional,Toys,Rainy,Night,Silver,78.36,4,3,Impulsive Buyer
U14276,P167,45,Male,Suburban,Student,Electronics,Cloudy,Morning,Platinum,224.17,1,0,Premium Buyer
U14277,P601,29,Female,Urban,Unemployed,Clothing,Sunny,Morning,Gold,83.72,5,0,Premium Buyer
U14278,P802,55,Female,Suburban,Retired,Home Decor,Cloudy,Evening,Gold,131.11,0,2,Budget Buyer
U14279,P720,53,Male,Suburban,Student,Groceries,Snowy,Morning,Silver,44.65,4,0,Impulsive Buyer
U14280,P522,64,Female,Urban,Professional,Groceries,Cloudy,Morning,New,50.37,0,0,Budget Buyer
U14281,P404,58,Female,Urban,Unemployed,Clothing,Sunny,Morning,Gold,79.97,5,0,Premium Buyer
U14282,P804,22,Male,Rural,Retired,Clothing,Sunny,Morning,New,91.34,2,0,Bargain Hunter
U14283,P809,30,Male,Suburban,Professional,Toys,Cloudy,Evening,Gold,64.7,0,2,Budget Buyer
U14284,P916,40,Female,Urban,Retired,Groceries,Sunny,Morning,Gold,40.95,0,0,Budget Buyer
U14285,P965,47,Male,Urban,Retired,Home Decor,Cloudy,Night,Gold,125.35,0,3,Budget Buyer
U14286,P332,54,Female,Suburban,Unemployed,Electronics,Snowy,Night,Bronze,273.37,1,3,Premium Buyer
U14287,P465,42,Female,Urban,Professional,Electronics,Snowy,Evening,New,272.15,1,2,Premium Buyer
U14288,P869,44,Male,Urban,Professional,Toys,Snowy,Afternoon,Gold,62.49,0,1,Budget Buyer
U14289,P483,31,Female,Suburban,Student,Home Decor,Rainy,Morning,Platinum,124.17,4,0,Impulsive Buyer
U14290,P632,64,Male,Suburban,Professional,Electronics,Cloudy,Night,Gold,232.72,1,3,Premium Buyer
U14291,P723,53,Female,Urban,Professional,Electronics,Snowy,Afternoon,Gold,231.86,1,1,Premium Buyer
U14292,P904,56,Male,Urban,Unemployed,Home Decor,Cloudy,Night,Silver,143.42,4,3,Impulsive Buyer
U14293,P399,33,Female,Urban,Student,Home Decor,Sunny,Night,New,136.24,3,3,First-Time Buyer
U14294,P763,39,Female,Urban,Unemployed,Clothing,Snowy,Afternoon,Gold,77.67,5,1,Premium Buyer
U14295,P890,38,Female,Urban,Professional,Electronics,Rainy,Morning,Bronze,287.82,1,0,Premium Buyer
U14296,P622,38,Female,Urban,Student,Electronics,Snowy,Evening,Bronze,281.74,1,2,Premium Buyer
U14297,P452,25,Female,Urban,Unemployed,Toys,Rainy,Evening,Gold,74.32,3,2,First-Time Buyer
U14298,P217,33,Male,Urban,Student,Clothing,Sunny,Evening,Gold,92.43,5,2,Premium Buyer
U14299,P677,48,Female,Rural,Professional,Clothing,Cloudy,Morning,New,103.2,2,0,Bargain Hunter
U14300,P220,59,Female,Urban,Student,Electronics,Sunny,Morning,Bronze,260.6,1,0,Premium Buyer
U14301,P129,27,Female,Urban,Student,Groceries,Sunny,Night,Gold,42.53,3,3,First-Time Buyer
U14302,P775,49,Female,Urban,Student,Groceries,Sunny,Evening,Platinum,36.36,4,2,Impulsive Buyer
U14303,P470,51,Male,Urban,Professional,Home Decor,Sunny,Evening,Bronze,154.13,0,2,Budget Buyer
U14304,P838,26,Male,Rural,Professional,Clothing,Sunny,Night,Gold,87.72,2,3,Bargain Hunter
U14305,P140,34,Male,Urban,Student,Electronics,Cloudy,Night,Silver,273.99,1,3,Premium Buyer
U14306,P659,28,Female,Rural,Unemployed,Electronics,Rainy,Afternoon,Bronze,280.89,1,1,Premium Buyer
U14307,P572,49,Male,Urban,Unemployed,Electronics,Sunny,Afternoon,Gold,255.5,1,1,Premium Buyer
U14308,P485,27,Female,Rural,Professional,Toys,Snowy,Morning,Silver,70.56,2,0,Bargain Hunter
U14309,P890,39,Male,Urban,Retired,Groceries,Rainy,Evening,Silver,41.4,4,2,Impulsive Buyer
U14310,P943,34,Male,Urban,Unemployed,Toys,Rainy,Night,Silver,74.32,4,3,Impulsive Buyer
U14311,P376,21,Male,Urban,Student,Electronics,Snowy,Evening,Silver,296.81,1,2,Premium Buyer
U14312,P368,64,Male,Urban,Retired,Electronics,Snowy,Morning,Silver,249.07,1,0,Premium Buyer
U14313,P987,42,Female,Suburban,Professional,Clothing,Snowy,Evening,Silver,98.9,5,2,Premium Buyer
U14314,P861,38,Male,Urban,Unemployed,Clothing,Snowy,Night,Gold,91.79,5,3,Premium Buyer
U14315,P546,54,Male,Suburban,Retired,Groceries,Snowy,Night,Bronze,51.24,0,3,Budget Buyer
U14316,P642,55,Male,Urban,Professional,Home Decor,Sunny,Night,Gold,135.95,0,3,Budget Buyer
U14317,P437,18,Female,Urban,Professional,Electronics,Rainy,Morning,Bronze,309.14,1,0,Premium Buyer
U14318,P914,42,Female,Urban,Student,Clothing,Snowy,Night,New,94.93,5,3,Premium Buyer
U14319,P551,53,Male,Suburban,Unemployed,Groceries,Snowy,Afternoon,Platinum,39.5,3,1,First-Time Buyer
U14320,P438,34,Female,Urban,Retired,Toys,Cloudy,Night,Bronze,75.69,0,3,Budget Buyer
U14321,P311,58,Male,Urban,Student,Electronics,Rainy,Evening,Silver,246.67,1,2,Premium Buyer
U14322,P479,41,Male,Urban,Unemployed,Home Decor,Rainy,Night,Gold,139.76,3,3,First-Time Buyer
U14323,P545,19,Female,Rural,Retired,Groceries,Sunny,Night,Gold,44.11,2,3,Bargain Hunter
U14324,P655,57,Male,Suburban,Professional,Home Decor,Rainy,Evening,Bronze,141.12,0,2,Budget Buyer
U14325,P116,32,Female,Urban,Professional,Electronics,Snowy,Morning,Silver,296.58,1,0,Premium Buyer
U14326,P658,49,Male,Urban,Unemployed,Groceries,Cloudy,Morning,Gold,40.56,3,0,First-Time Buyer
U14327,P707,56,Female,Urban,Student,Clothing,Rainy,Morning,New,96.74,5,0,Premium Buyer
U14328,P855,23,Male,Urban,Retired,Home Decor,Cloudy,Morning,New,140.73,0,0,Budget Buyer
U14329,P566,18,Female,Suburban,Retired,Toys,Snowy,Night,Bronze,71.23,0,3,Budget Buyer
U14330,P411,64,Female,Urban,Professional,Toys,Cloudy,Night,Bronze,71.26,0,3,Budget Buyer
U14331,P740,40,Male,Urban,Unemployed,Home Decor,Rainy,Afternoon,Gold,130.33,3,1,First-Time Buyer
U14332,P649,56,Female,Suburban,Student,Electronics,Rainy,Morning,Silver,258.88,1,0,Premium Buyer
U14333,P553,34,Male,Urban,Professional,Electronics,Sunny,Evening,Silver,294.39,1,2,Premium Buyer
U14334,P393,51,Female,Urban,Professional,Electronics,Snowy,Evening,New,319.0,1,2,Premium Buyer
U14335,P749,58,Male,Urban,Student,Toys,Sunny,Evening,New,74.58,3,2,First-Time Buyer
U14336,P792,46,Male,Urban,Retired,Toys,Sunny,Evening,Silver,76.81,4,2,Impulsive Buyer
U14337,P766,26,Female,Rural,Retired,Clothing,Snowy,Afternoon,Gold,82.38,2,1,Bargain Hunter
U14338,P716,30,Male,Suburban,Unemployed,Electronics,Rainy,Afternoon,Gold,241.12,1,1,Premium Buyer
U14339,P887,23,Female,Urban,Professional,Toys,Cloudy,Afternoon,Gold,71.84,0,1,Budget Buyer
U14340,P520,23,Male,Urban,Unemployed,Toys,Sunny,Morning,Silver,77.14,4,0,Impulsive Buyer
U14341,P624,37,Male,Urban,Retired,Electronics,Rainy,Night,Bronze,311.25,1,3,Premium Buyer
U14342,P569,20,Female,Urban,Student,Electronics,Rainy,Evening,New,295.21,1,2,Premium Buyer
U14343,P913,34,Female,Rural,Retired,Toys,Sunny,Evening,Platinum,64.8,2,2,Bargain Hunter
U14344,P103,29,Male,Urban,Retired,Home Decor,Sunny,Afternoon,Silver,138.1,4,1,Impulsive Buyer
U14345,P155,64,Male,Rural,Professional,Toys,Sunny,Morning,Gold,69.74,2,0,Bargain Hunter
U14346,P829,62,Male,Suburban,Retired,Clothing,Rainy,Afternoon,Gold,83.34,5,1,Premium Buyer
U14347,P356,18,Male,Rural,Unemployed,Groceries,Snowy,Evening,Gold,39.54,2,2,Bargain Hunter
U14348,P814,34,Male,Suburban,Student,Electronics,Snowy,Evening,Bronze,260.52,1,2,Premium Buyer
U14349,P570,20,Male,Suburban,Professional,Clothing,Sunny,Afternoon,Silver,97.31,5,1,Premium Buyer
U14350,P762,43,Female,Suburban,Student,Home Decor,Cloudy,Evening,Gold,124.1,3,2,First-Time Buyer
U14351,P350,32,Female,Rural,Unemployed,Groceries,Rainy,Night,Silver,42.13,2,3,Bargain Hunter
U14352,P439,53,Male,Urban,Unemployed,Toys,Cloudy,Night,Gold,74.58,3,3,First-Time Buyer
U14353,P228,49,Male,Rural,Retired,Electronics,Sunny,Afternoon,Platinum,254.54,1,1,Premium Buyer
U14354,P380,49,Male,Suburban,Unemployed,Toys,Rainy,Night,New,87.7,3,3,First-Time Buyer
U14355,P329,21,Female,Urban,Retired,Clothing,Snowy,Night,Silver,86.02,5,3,Premium Buyer
U14356,P608,35,Female,Rural,Professional,Electronics,Snowy,Afternoon,Gold,253.13,1,1,Premium Buyer
U14357,P953,36,Female,Rural,Student,Toys,Cloudy,Afternoon,Gold,72.2,2,1,Bargain Hunter
U14358,P184,60,Female,Suburban,Retired,Electronics,Sunny,Afternoon,Silver,272.8,1,1,Premium Buyer
U14359,P583,52,Female,Urban,Retired,Clothing,Cloudy,Night,Gold,82.53,5,3,Premium Buyer
U14360,P299,57,Male,Rural,Professional,Toys,Sunny,Evening,Silver,67.08,2,2,Bargain Hunter
U14361,P557,31,Male,Suburban,Unemployed,Groceries,Snowy,Morning,Silver,45.56,4,0,Impulsive Buyer
U14362,P621,50,Female,Suburban,Retired,Home Decor,Rainy,Evening,Bronze,145.3,0,2,Budget Buyer
U14363,P829,31,Male,Rural,Unemployed,Toys,Snowy,Afternoon,Bronze,79.36,2,1,Bargain Hunter
U14364,P926,51,Female,Urban,Retired,Electronics,Cloudy,Evening,Platinum,253.95,1,2,Premium Buyer
U14365,P791,21,Female,Urban,Unemployed,Toys,Rainy,Morning,Platinum,59.11,3,0,First-Time Buyer
U14366,P983,41,Female,Suburban,Retired,Electronics,Sunny,Evening,Silver,276.91,1,2,Premium Buyer
U14367,P730,46,Male,Urban,Student,Clothing,Snowy,Afternoon,Gold,89.78,5,1,Premium Buyer
U14368,P812,36,Female,Suburban,Student,Home Decor,Sunny,Morning,New,146.67,3,0,First-Time Buyer
U14369,P283,23,Female,Urban,Student,Electronics,Snowy,Night,Bronze,272.21,1,3,Premium Buyer
U14370,P958,50,Female,Urban,Retired,Toys,Sunny,Evening,Gold,67.72,0,2,Budget Buyer
U14371,P764,57,Female,Urban,Unemployed,Clothing,Snowy,Night,Silver,86.58,5,3,Premium Buyer
U14372,P730,36,Other,Urban,Professional,Groceries,Snowy,Night,Silver,45.09,4,3,Impulsive Buyer
U14373,P191,18,Male,Urban,Professional,Toys,Sunny,Morning,Gold,65.4,0,0,Budget Buyer
U14374,P371,22,Male,Urban,Professional,Home Decor,Snowy,Night,Bronze,140.3,0,3,Budget Buyer
U14375,P656,44,Male,Urban,Student,Clothing,Snowy,Night,Silver,97.47,5,3,Premium Buyer
U14376,P657,33,Male,Suburban,Student,Toys,Snowy,Evening,New,86.67,3,2,First-Time Buyer
U14377,P912,23,Female,Rural,Student,Electronics,Cloudy,Morning,Platinum,263.62,1,0,Premium Buyer
U14378,P948,57,Other,Urban,Unemployed,Electronics,Snowy,Afternoon,Platinum,239.33,1,1,Premium Buyer
U14379,P680,30,Male,Suburban,Student,Electronics,Sunny,Afternoon,Bronze,266.08,1,1,Premium Buyer
U14380,P598,52,Male,Urban,Unemployed,Toys,Sunny,Morning,Gold,73.29,3,0,First-Time Buyer
U14381,P373,36,Male,Urban,Unemployed,Home Decor,Cloudy,Night,Gold,129.97,3,3,First-Time Buyer
U14382,P117,29,Female,Rural,Unemployed,Electronics,Snowy,Evening,New,314.86,1,2,Premium Buyer
U14383,P851,33,Male,Urban,Retired,Toys,Cloudy,Night,New,74.6,0,3,Budget Buyer
U14384,P110,60,Male,Urban,Professional,Toys,Cloudy,Afternoon,New,77.12,0,1,Budget Buyer
U14385,P392,27,Male,Urban,Unemployed,Home Decor,Snowy,Evening,New,143.26,3,2,First-Time Buyer
U14386,P920,42,Male,Rural,Professional,Clothing,Sunny,Morning,Silver,91.08,2,0,Bargain Hunter
U14387,P970,37,Female,Urban,Unemployed,Clothing,Snowy,Night,Silver,98.95,5,3,Premium Buyer
U14388,P986,48,Male,Suburban,Unemployed,Toys,Cloudy,Night,Platinum,65.44,3,3,First-Time Buyer
U14389,P453,21,Male,Urban,Student,Clothing,Rainy,Evening,Bronze,96.38,5,2,Premium Buyer
U14390,P557,61,Male,Urban,Professional,Groceries,Cloudy,Night,Gold,44.7,0,3,Budget Buyer
U14391,P474,40,Female,Rural,Unemployed,Home Decor,Sunny,Morning,Bronze,137.62,2,0,Bargain Hunter
U14392,P443,19,Female,Urban,Professional,Toys,Snowy,Evening,New,76.05,0,2,Budget Buyer
U14393,P333,39,Male,Suburban,Student,Clothing,Rainy,Morning,Gold,90.75,5,0,Premium Buyer
U14394,P957,54,Male,Suburban,Unemployed,Clothing,Cloudy,Morning,Bronze,103.75,5,0,Premium Buyer
U14395,P518,25,Female,Urban,Student,Home Decor,Cloudy,Morning,Platinum,118.11,4,0,Impulsive Buyer
U14396,P563,24,Male,Urban,Unemployed,Electronics,Cloudy,Morning,Platinum,217.98,1,0,Premium Buyer
U14397,P369,31,Female,Suburban,Student,Clothing,Snowy,Night,Gold,79.55,5,3,Premium Buyer
U14398,P476,20,Male,Urban,Student,Home Decor,Snowy,Evening,New,160.71,3,2,First-Time Buyer
U14399,P421,33,Male,Urban,Retired,Electronics,Cloudy,Night,Platinum,221.84,1,3,Premium Buyer
U14400,P431,36,Female,Urban,Unemployed,Toys,Snowy,Afternoon,New,84.21,3,1,First-Time Buyer
U14401,P187,35,Female,Suburban,Unemployed,Electronics,Rainy,Morning,Platinum,245.77,1,0,Premium Buyer
U14402,P102,33,Female,Rural,Unemployed,Clothing,Rainy,Morning,Silver,94.08,2,0,Bargain Hunter
U14403,P647,25,Male,Rural,Professional,Toys,Sunny,Afternoon,Bronze,72.3,2,1,Bargain Hunter
U14404,P640,50,Male,Urban,Retired,Toys,Snowy,Afternoon,Gold,61.45,0,1,Budget Buyer
U14405,P883,29,Male,Suburban,Professional,Electronics,Snowy,Morning,Silver,245.15,1,0,Premium Buyer
U14406,P782,28,Female,Urban,Unemployed,Toys,Cloudy,Night,Gold,71.06,3,3,First-Time Buyer
U14407,P847,22,Female,Urban,Retired,Electronics,Rainy,Night,Silver,276.12,1,3,Premium Buyer
U14408,P434,44,Male,Rural,Student,Electronics,Snowy,Morning,Bronze,304.41,1,0,Premium Buyer
U14409,P585,29,Female,Suburban,Retired,Electronics,Snowy,Evening,Bronze,279.26,1,2,Premium Buyer
U14410,P564,34,Female,Suburban,Student,Home Decor,Snowy,Afternoon,Bronze,144.08,3,1,First-Time Buyer
U14411,P401,23,Male,Urban,Unemployed,Clothing,Cloudy,Night,Silver,95.1,5,3,Premium Buyer
