User_ID,Product_ID,Age,Gender,City,Occupation,Product_Category,Weather,Time_of_Day,Loyalty_Tier,Purchase_Amount
U16058,P499,36,Male,Rural,Professional,Toys,Cloudy,Morning,Gold,70.84
U16059,P758,63,Female,Suburban,Student,Home Decor,Sunny,Night,Platinum,127.66
U16060,P642,40,Male,Urban,Student,Toys,Cloudy,Morning,Gold,69.65
U16061,P336,49,Female,Rural,Professional,Groceries,Cloudy,Evening,Platinum,43.56
U16062,P865,57,Female,Suburban,Professional,Toys,Sunny,Morning,Bronze,78.32
U16063,P244,30,Male,Rural,Student,Home Decor,Snowy,Evening,Bronze,149.53
U16064,P681,37,Male,Rural,Student,Toys,Cloudy,Night,Bronze,73.83
U16065,P365,52,Female,Urban,Professional,Groceries,Rainy,Afternoon,Silver,42.03
U16066,P282,22,Male,Urban,Unemployed,Groceries,Snowy,Afternoon,Gold,43.84
U16067,P670,26,Male,Suburban,Professional,Toys,Cloudy,Morning,Gold,73.7
U16068,P146,46,Male,Rural,Unemployed,Electronics,Snowy,Morning,Silver,296.02
U16069,P518,23,Male,Rural,Student,Electronics,Cloudy,Evening,Bronze,282.15
U16070,P553,42,Female,Suburban,Retired,Clothing,Rainy,Afternoon,Bronze,95.75
U16071,P454,48,Male,Urban,Professional,Groceries,Cloudy,Night,Silver,43.3
U16072,P930,39,Female,Urban,Student,Electronics,Rainy,Evening,Silver,279.32
U16073,P124,19,Male,Suburban,Student,Clothing,Cloudy,Morning,Bronze,100.04
U16074,P437,62,Female,Suburban,Retired,Electronics,Cloudy,Afternoon,New,272.47
U16075,P102,22,Female,Suburban,Professional,Toys,Snowy,Morning,Gold,72.71
U16076,P712,44,Female,Urban,Student,Groceries,Sunny,Afternoon,Gold,42.62
U16077,P856,42,Female,Suburban,Unemployed,Electronics,Rainy,Evening,Bronze,289.54
U16078,P445,25,Male,Rural,Retired,Toys,Snowy,Night,Bronze,71.53
U16079,P144,18,Female,Urban,Unemployed,Clothing,Sunny,Night,Gold,76.68
U16080,P209,37,Male,Urban,Professional,Toys,Snowy,Night,Silver,78.51
U16081,P874,61,Male,Suburban,Unemployed,Clothing,Rainy,Night,Platinum,86.85
U16082,P684,40,Female,Rural,Retired,Electronics,Sunny,Night,New,316.46
U16083,P946,49,Male,Urban,Student,Home Decor,Sunny,Morning,Gold,126.83
U16084,P327,28,Female,Urban,Retired,Toys,Sunny,Morning,Bronze,73.23
U16085,P139,56,Male,Urban,Student,Home Decor,Rainy,Night,Silver,125.71
U16086,P971,64,Female,Urban,Student,Groceries,Rainy,Afternoon,Bronze,43.52
U16087,P478,41,Female,Urban,Unemployed,Home Decor,Snowy,Evening,Platinum,118.98
U16088,P177,28,Female,Suburban,Retired,Groceries,Cloudy,Afternoon,New,52.92
U16089,P684,46,Female,Urban,Retired,Electronics,Cloudy,Afternoon,Silver,282.2
U16090,P903,43,Female,Suburban,Student,Electronics,Cloudy,Night,Platinum,252.28
U16091,P828,33,Female,Urban,Retired,Toys,Cloudy,Afternoon,Silver,66.51
U16092,P788,52,Male,Urban,Professional,Home Decor,Snowy,Morning,Gold,136.75
U16093,P107,37,Female,Suburban,Professional,Groceries,Rainy,Evening,Platinum,42.43
U16094,P788,63,Male,Suburban,Unemployed,Groceries,Snowy,Evening,New,45.94
U16095,P271,20,Male,Urban,Unemployed,Home Decor,Sunny,Evening,Silver,131.13
U16096,P622,18,Male,Rural,Retired,Electronics,Rainy,Afternoon,Silver,263.26
U16097,P504,64,Male,Urban,Unemployed,Electronics,Rainy,Evening,Gold,266.99
U16098,P221,18,Female,Urban,Retired,Groceries,Cloudy,Evening,New,53.6
U16099,P134,34,Female,Suburban,Unemployed,Toys,Snowy,Morning,Silver,70.21
U16100,P547,19,Female,Rural,Professional,Electronics,Cloudy,Night,New,277.85
U16101,P224,46,Female,Urban,Student,Clothing,Rainy,Night,Gold,77.9
U16102,P566,37,Male,Urban,Student,Groceries,Cloudy,Morning,Bronze,48.82
U16103,P639,23,Male,Suburban,Professional,Home Decor,Sunny,Morning,Bronze,142.44
U16104,P708,25,Male,Urban,Student,Home Decor,Rainy,Night,Gold,137.75
U16105,P699,46,Female,Suburban,Retired,Groceries,Sunny,Afternoon,Gold,46.35
U16106,P984,50,Male,Urban,Retired,Groceries,Rainy,Morning,Bronze,51.28
U16107,P464,20,Female,Rural,Professional,Electronics,Cloudy,Evening,Silver,247.08
U16108,P256,52,Female,Urban,Professional,Groceries,Rainy,Morning,Silver,43.06
U16109,P288,22,Female,Rural,Professional,Groceries,Rainy,Afternoon,Gold,40.28
U16110,P267,44,Female,Urban,Professional,Clothing,Snowy,Morning,Gold,77.67
U16111,P555,61,Female,Rural,Student,Home Decor,Snowy,Evening,Bronze,154.42
U16112,P618,29,Male,Urban,Student,Electronics,Sunny,Morning,Silver,291.32
U16113,P299,37,Male,Urban,Student,Toys,Snowy,Morning,New,78.25
U16114,P455,62,Female,Urban,Retired,Electronics,Rainy,Morning,Platinum,262.02
U16115,P442,37,Female,Rural,Unemployed,Home Decor,Snowy,Night,Gold,129.12
U16116,P310,26,Female,Urban,Retired,Toys,Cloudy,Night,Bronze,75.0
U16117,P691,56,Male,Urban,Unemployed,Groceries,Snowy,Afternoon,Bronze,47.97
U16118,P904,21,Female,Urban,Professional,Clothing,Sunny,Night,New,98.44
U16119,P570,36,Male,Rural,Professional,Clothing,Rainy,Afternoon,Silver,86.25
U16120,P922,55,Male,Urban,Student,Home Decor,Cloudy,Night,Silver,126.39
U16121,P161,44,Male,Urban,Student,Home Decor,Cloudy,Afternoon,Platinum,119.06
U16122,P669,62,Male,Rural,Unemployed,Clothing,Sunny,Afternoon,Silver,90.55
U16123,P621,60,Male,Rural,Unemployed,Toys,Snowy,Afternoon,Silver,76.63
U16124,P206,30,Male,Urban,Student,Toys,Rainy,Morning,Gold,67.64
U16125,P509,30,Female,Rural,Professional,Electronics,Sunny,Morning,Silver,287.79
U16126,P775,39,Female,Urban,Student,Groceries,Cloudy,Afternoon,New,54.55
U16127,P308,45,Female,Urban,Professional,Toys,Cloudy,Afternoon,Gold,71.01
U16128,P573,64,Male,Rural,Professional,Groceries,Cloudy,Morning,Bronze,43.89
U16129,P336,62,Other,Suburban,Retired,Home Decor,Sunny,Evening,Platinum,119.07
U16130,P242,39,Male,Urban,Retired,Toys,Cloudy,Morning,Bronze,81.42
U16131,P367,60,Male,Urban,Unemployed,Toys,Rainy,Afternoon,Silver,71.88
U16132,P353,36,Female,Urban,Professional,Toys,Cloudy,Morning,Silver,76.47
U16133,P248,25,Male,Suburban,Student,Electronics,Sunny,Night,Bronze,300.73
U16134,P669,25,Female,Rural,Professional,Home Decor,Sunny,Afternoon,Platinum,111.84
U16135,P881,59,Female,Urban,Unemployed,Clothing,Cloudy,Morning,Silver,86.93
U16136,P618,43,Other,Rural,Professional,Electronics,Sunny,Night,Silver,284.25
U16137,P418,43,Female,Urban,Professional,Electronics,Snowy,Morning,New,279.55
U16138,P181,40,Female,Suburban,Unemployed,Toys,Sunny,Morning,Platinum,63.01
U16139,P235,60,Male,Urban,Professional,Electronics,Snowy,Evening,Gold,236.51
U16140,P512,30,Female,Suburban,Retired,Clothing,Sunny,Morning,Bronze,89.98
U16141,P832,45,Male,Urban,Unemployed,Electronics,Sunny,Morning,New,287.14
U16142,P776,26,Female,Rural,Retired,Electronics,Sunny,Evening,New,301.82
U16143,P742,37,Female,Urban,Unemployed,Toys,Cloudy,Morning,New,86.59
U16144,P582,36,Male,Urban,Professional,Home Decor,Sunny,Evening,Silver,131.91
U16145,P735,56,Female,Rural,Retired,Clothing,Rainy,Night,Gold,90.95
U16146,P603,29,Male,Urban,Retired,Toys,Cloudy,Evening,Bronze,78.97
U16147,P685,32,Male,Urban,Student,Electronics,Snowy,Night,Bronze,300.99
U16148,P900,48,Female,Suburban,Retired,Clothing,Rainy,Evening,Silver,94.72
U16149,P261,31,Male,Rural,Retired,Groceries,Rainy,Night,New,48.02
U16150,P778,28,Male,Urban,Professional,Electronics,Rainy,Morning,New,284.18
U16151,P394,43,Male,Urban,Retired,Home Decor,Rainy,Night,Silver,147.89
U16152,P565,59,Female,Urban,Retired,Electronics,Sunny,Night,Bronze,298.56
U16153,P407,44,Male,Rural,Retired,Home Decor,Sunny,Afternoon,Silver,131.38
U16154,P873,28,Male,Urban,Professional,Groceries,Rainy,Night,New,50.54
U16155,P107,55,Female,Urban,Unemployed,Toys,Cloudy,Morning,Gold,71.75
U16156,P493,51,Male,Suburban,Professional,Toys,Rainy,Afternoon,Gold,61.96
U16157,P190,60,Male,Urban,Retired,Toys,Snowy,Afternoon,Silver,66.23
U16158,P167,36,Female,Urban,Unemployed,Clothing,Rainy,Evening,Silver,81.45
U16159,P120,23,Female,Rural,Professional,Home Decor,Sunny,Night,Bronze,132.93
U16160,P736,63,Female,Urban,Professional,Electronics,Snowy,Evening,Silver,249.45
U16161,P783,55,Male,Suburban,Unemployed,Clothing,Cloudy,Evening,Gold,84.37
U16162,P858,59,Female,Rural,Student,Clothing,Rainy,Night,Gold,81.38
U16163,P980,45,Female,Urban,Retired,Electronics,Snowy,Evening,Bronze,259.1
U16164,P364,18,Male,Urban,Student,Groceries,Rainy,Morning,New,49.49
U16165,P535,52,Male,Rural,Retired,Toys,Cloudy,Morning,Bronze,77.19
U16166,P333,57,Other,Suburban,Retired,Groceries,Cloudy,Night,New,48.7
U16167,P837,25,Female,Urban,Student,Groceries,Snowy,Night,Bronze,45.22
U16168,P285,64,Female,Urban,Student,Toys,Cloudy,Afternoon,Bronze,74.33
U16169,P729,24,Female,Suburban,Retired,Groceries,Snowy,Night,Gold,42.67
U16170,P823,28,Female,Urban,Unemployed,Clothing,Cloudy,Night,Silver,88.85
U16171,P242,56,Female,Suburban,Unemployed,Electronics,Sunny,Morning,New,275.6
U16172,P266,21,Male,Rural,Student,Clothing,Snowy,Morning,New,99.14
U16173,P783,42,Male,Urban,Student,Clothing,Rainy,Night,Silver,93.97
U16174,P326,29,Female,Rural,Professional,Home Decor,Snowy,Afternoon,Silver,143.64
U16175,P467,43,Female,Suburban,Unemployed,Toys,Cloudy,Morning,Gold,67.18
U16176,P198,55,Female,Urban,Unemployed,Toys,Cloudy,Morning,Platinum,70.32
U16177,P543,63,Other,Suburban,Retired,Clothing,Cloudy,Evening,Gold,90.83
U16178,P284,29,Female,Suburban,Professional,Toys,Rainy,Night,Silver,67.9
U16179,P193,60,Male,Urban,Retired,Home Decor,Rainy,Evening,Bronze,141.27
U16180,P812,54,Female,Urban,Professional,Electronics,Cloudy,Night,Gold,244.57
U16181,P522,63,Male,Suburban,Unemployed,Groceries,Sunny,Afternoon,Platinum,40.4
U16182,P752,41,Male,Suburban,Retired,Toys,Snowy,Evening,Bronze,71.81
U16183,P209,33,Male,Rural,Professional,Clothing,Cloudy,Morning,Silver,81.63
U16184,P376,30,Female,Rural,Retired,Toys,Sunny,Night,Bronze,82.15
U16185,P563,42,Other,Urban,Professional,Clothing,Rainy,Night,Gold,85.34
U16186,P164,21,Male,Suburban,Student,Groceries,Cloudy,Evening,Gold,46.03
U16187,P741,28,Male,Urban,Retired,Toys,Snowy,Evening,Bronze,70.2
U16188,P502,49,Female,Urban,Student,Groceries,Snowy,Afternoon,Gold,39.54
U16189,P459,24,Female,Urban,Professional,Clothing,Rainy,Morning,Platinum,75.62
U16190,P848,63,Female,Suburban,Retired,Home Decor,Cloudy,Afternoon,Bronze,141.28
U16191,P212,28,Female,Urban,Professional,Home Decor,Cloudy,Morning,New,161.4
U16192,P306,45,Female,Urban,Professional,Electronics,Cloudy,Morning,Gold,262.67
U16193,P105,58,Male,Urban,Student,Clothing,Sunny,Night,Silver,81.99
U16194,P598,40,Male,Urban,Retired,Clothing,Sunny,Morning,Gold,83.42
U16195,P204,62,Male,Rural,Unemployed,Clothing,Cloudy,Evening,Bronze,99.24
U16196,P463,40,Female,Rural,Professional,Home Decor,Snowy,Night,Silver,130.2
U16197,P163,45,Male,Suburban,Student,Home Decor,Sunny,Afternoon,Silver,134.8
U16198,P946,60,Female,Suburban,Unemployed,Home Decor,Snowy,Morning,New,156.34
U16199,P821,64,Male,Suburban,Student,Toys,Sunny,Night,Platinum,69.95
U16200,P486,43,Male,Suburban,Student,Toys,Rainy,Evening,Silver,69.6
U16201,P208,42,Male,Suburban,Student,Home Decor,Rainy,Afternoon,Silver,141.6
U16202,P159,46,Male,Urban,Professional,Groceries,Rainy,Night,Bronze,49.85
U16203,P562,36,Male,Urban,Unemployed,Toys,Snowy,Night,Silver,72.61
U16204,P329,50,Female,Urban,Professional,Toys,Snowy,Evening,Gold,72.26
U16205,P885,53,Male,Urban,Professional,Toys,Cloudy,Evening,Gold,68.49
U16206,P975,31,Female,Urban,Retired,Toys,Cloudy,Morning,Platinum,65.6
U16207,P960,31,Male,Suburban,Unemployed,Electronics,Rainy,Afternoon,New,320.23
U16208,P331,52,Female,Suburban,Retired,Toys,Rainy,Night,New,79.62
U16209,P442,47,Female,Urban,Student,Groceries,Sunny,Evening,Gold,42.31
U16210,P107,45,Other,Urban,Unemployed,Electronics,Rainy,Evening,Gold,259.64
U16211,P743,34,Male,Suburban,Unemployed,Toys,Rainy,Night,Silver,76.38
U16212,P939,20,Male,Urban,Professional,Clothing,Rainy,Evening,New,92.54
U16213,P656,33,Female,Urban,Student,Electronics,Snowy,Evening,Silver,284.65
U16214,P584,63,Male,Rural,Professional,Toys,Snowy,Morning,Gold,65.21
U16215,P732,47,Female,Urban,Retired,Groceries,Rainy,Night,New,45.71
U16216,P847,46,Male,Rural,Student,Home Decor,Sunny,Morning,New,158.77
U16217,P485,62,Female,Rural,Professional,Toys,Sunny,Afternoon,Bronze,70.61
U16218,P766,32,Male,Rural,Professional,Clothing,Cloudy,Evening,New,94.27
U16219,P597,63,Female,Urban,Professional,Groceries,Rainy,Morning,New,52.06
U16220,P948,42,Female,Urban,Student,Electronics,Snowy,Night,Bronze,288.68
U16221,P355,55,Male,Urban,Retired,Groceries,Rainy,Afternoon,Silver,48.78
U16222,P956,59,Male,Urban,Unemployed,Toys,Sunny,Afternoon,New,87.27
U16223,P346,64,Male,Urban,Professional,Clothing,Snowy,Morning,Silver,86.65
U16224,P150,55,Female,Suburban,Student,Groceries,Snowy,Morning,Bronze,45.83
U16225,P992,40,Male,Rural,Unemployed,Groceries,Snowy,Evening,Bronze,44.74
U16226,P339,42,Male,Rural,Professional,Home Decor,Cloudy,Morning,Platinum,120.42
U16227,P442,59,Female,Urban,Student,Home Decor,Rainy,Morning,Gold,124.39
U16228,P172,24,Male,Suburban,Retired,Toys,Rainy,Morning,Bronze,68.62
U16229,P968,39,Male,Urban,Professional,Electronics,Rainy,Afternoon,Bronze,279.01
U16230,P394,34,Male,Urban,Student,Electronics,Sunny,Night,New,273.7
U16231,P978,35,Female,Rural,Professional,Clothing,Snowy,Morning,Gold,90.08
U16232,P279,58,Other,Urban,Student,Toys,Snowy,Afternoon,New,86.86
U16233,P117,27,Male,Suburban,Retired,Electronics,Sunny,Afternoon,New,287.75
U16234,P246,27,Female,Rural,Retired,Groceries,Cloudy,Morning,Silver,46.36
U16235,P998,24,Male,Urban,Student,Toys,Sunny,Afternoon,New,73.42
U16236,P346,55,Male,Rural,Unemployed,Groceries,Snowy,Evening,Silver,43.77
U16237,P703,44,Female,Urban,Retired,Clothing,Cloudy,Night,New,101.52
U16238,P588,50,Male,Rural,Professional,Toys,Cloudy,Evening,New,73.67
U16239,P384,18,Female,Urban,Retired,Clothing,Snowy,Night,Gold,82.91
U16240,P205,61,Female,Urban,Professional,Home Decor,Sunny,Afternoon,Silver,147.29
U16241,P450,51,Female,Urban,Retired,Clothing,Rainy,Morning,New,93.32
U16242,P475,21,Male,Suburban,Retired,Home Decor,Rainy,Morning,Bronze,145.93
U16243,P840,34,Male,Rural,Professional,Toys,Rainy,Afternoon,Bronze,81.07
U16244,P124,21,Other,Suburban,Retired,Groceries,Sunny,Morning,Gold,44.8
U16245,P911,60,Male,Rural,Professional,Groceries,Snowy,Afternoon,Silver,47.44
U16246,P662,43,Female,Rural,Professional,Groceries,Sunny,Evening,Silver,41.03
U16247,P940,21,Male,Urban,Retired,Clothing,Rainy,Afternoon,New,109.47
U16248,P674,18,Male,Suburban,Retired,Toys,Rainy,Afternoon,Silver,75.27
U16249,P125,24,Male,Urban,Professional,Toys,Rainy,Evening,New,87.27
U16250,P722,47,Female,Urban,Student,Home Decor,Sunny,Evening,Silver,147.94
U16251,P941,26,Female,Urban,Retired,Toys,Sunny,Afternoon,Silver,69.94
U16252,P411,52,Male,Urban,Unemployed,Groceries,Rainy,Evening,Gold,42.87
U16253,P950,25,Female,Suburban,Retired,Toys,Cloudy,Night,Gold,71.12
U16254,P240,41,Male,Urban,Student,Home Decor,Rainy,Evening,New,160.47
U16255,P299,36,Male,Suburban,Student,Toys,Snowy,Morning,Platinum,70.03
U16256,P666,53,Female,Rural,Retired,Toys,Sunny,Evening,New,87.59
U16257,P416,60,Female,Urban,Retired,Groceries,Cloudy,Evening,Bronze,45.86
U16258,P108,44,Male,Suburban,Unemployed,Toys,Cloudy,Afternoon,New,82.89
U16259,P178,49,Male,Suburban,Retired,Clothing,Snowy,Evening,Gold,79.0
U16260,P681,31,Other,Urban,Student,Home Decor,Rainy,Night,Silver,143.38
U16261,P128,35,Female,Suburban,Unemployed,Home Decor,Rainy,Afternoon,New,139.79
U16262,P414,45,Female,Urban,Retired,Home Decor,Rainy,Night,New,161.72
U16263,P494,46,Male,Urban,Unemployed,Toys,Snowy,Morning,Bronze,83.28
U16264,P819,33,Female,Urban,Unemployed,Clothing,Sunny,Afternoon,Platinum,73.38
U16265,P461,52,Male,Suburban,Student,Home Decor,Sunny,Afternoon,Silver,135.33
U16266,P340,64,Other,Urban,Student,Electronics,Snowy,Morning,Bronze,271.59
U16267,P856,48,Male,Urban,Professional,Groceries,Sunny,Morning,Gold,42.25
U16268,P208,21,Male,Urban,Student,Electronics,Snowy,Night,New,287.63
U16269,P920,54,Male,Rural,Professional,Electronics,Snowy,Evening,Silver,246.54
U16270,P965,34,Female,Rural,Student,Home Decor,Cloudy,Afternoon,Bronze,139.48
U16271,P812,56,Female,Suburban,Student,Electronics,Cloudy,Afternoon,Bronze,268.16
U16272,P376,63,Male,Urban,Professional,Electronics,Sunny,Night,Bronze,287.81
U16273,P469,43,Female,Urban,Professional,Clothing,Cloudy,Afternoon,Silver,93.25
U16274,P528,56,Female,Rural,Professional,Groceries,Sunny,Morning,Platinum,39.24
U16275,P521,58,Male,Urban,Unemployed,Toys,Snowy,Afternoon,Gold,63.97
U16276,P740,21,Female,Urban,Professional,Home Decor,Sunny,Evening,Silver,126.68
U16277,P243,47,Female,Urban,Unemployed,Home Decor,Cloudy,Morning,Gold,114.81
U16278,P113,47,Male,Suburban,Unemployed,Electronics,Sunny,Night,Silver,280.93
U16279,P747,39,Male,Urban,Professional,Toys,Cloudy,Night,New,76.05
U16280,P183,28,Male,Urban,Professional,Toys,Snowy,Afternoon,Platinum,70.03
U16281,P475,19,Male,Suburban,Professional,Toys,Rainy,Morning,Silver,75.56
U16282,P696,61,Male,Suburban,Student,Home Decor,Snowy,Morning,Bronze,136.67
U16283,P652,29,Female,Suburban,Student,Home Decor,Cloudy,Morning,Gold,118.8
U16284,P466,47,Female,Urban,Professional,Clothing,Sunny,Afternoon,Silver,92.24
U16285,P496,53,Male,Suburban,Retired,Home Decor,Cloudy,Afternoon,New,160.94
U16286,P483,35,Female,Urban,Professional,Home Decor,Cloudy,Night,Bronze,144.9
U16287,P121,43,Female,Suburban,Retired,Clothing,Rainy,Evening,Silver,81.2
U16288,P924,24,Female,Suburban,Student,Home Decor,Sunny,Morning,Bronze,150.66
U16289,P152,18,Male,Urban,Student,Electronics,Cloudy,Afternoon,Silver,295.07
U16290,P388,43,Female,Urban,Retired,Electronics,Snowy,Afternoon,New,272.85
U16291,P366,40,Female,Urban,Student,Clothing,Snowy,Evening,Silver,95.56
U16292,P134,43,Female,Urban,Professional,Clothing,Cloudy,Afternoon,Platinum,83.5
U16293,P731,62,Male,Urban,Retired,Electronics,Cloudy,Afternoon,Gold,249.77
U16294,P923,23,Male,Suburban,Retired,Toys,Cloudy,Afternoon,Silver,73.93
U16295,P288,23,Female,Urban,Unemployed,Home Decor,Cloudy,Morning,Bronze,132.78
U16296,P723,61,Male,Rural,Student,Groceries,Snowy,Evening,Silver,46.98
U16297,P859,25,Female,Urban,Retired,Groceries,Rainy,Night,Gold,43.19
U16298,P281,41,Female,Urban,Retired,Clothing,Cloudy,Evening,Bronze,87.15
U16299,P262,39,Male,Urban,Retired,Groceries,Sunny,Evening,New,53.68
U16300,P677,36,Female,Suburban,Student,Toys,Rainy,Night,Silver,66.65
U16301,P565,54,Male,Suburban,Retired,Groceries,Snowy,Night,Silver,44.44
U16302,P524,35,Male,Rural,Retired,Electronics,Cloudy,Afternoon,Gold,236.19
U16303,P748,48,Female,Urban,Professional,Clothing,Cloudy,Afternoon,Silver,92.63
U16304,P312,54,Female,Urban,Professional,Groceries,Cloudy,Afternoon,Gold,44.52
U16305,P819,47,Male,Suburban,Unemployed,Home Decor,Cloudy,Morning,Bronze,155.25
U16306,P449,59,Female,Suburban,Retired,Clothing,Sunny,Morning,New,95.05
U16307,P863,50,Male,Rural,Student,Toys,Cloudy,Evening,Gold,66.18
U16308,P463,27,Male,Urban,Unemployed,Electronics,Snowy,Morning,Bronze,278.54
U16309,P700,54,Male,Suburban,Unemployed,Groceries,Sunny,Morning,Bronze,43.67
U16310,P929,29,Male,Urban,Unemployed,Electronics,Rainy,Night,New,318.47
U16311,P859,47,Female,Urban,Retired,Toys,Rainy,Afternoon,Gold,62.32
U16312,P526,44,Female,Urban,Unemployed,Groceries,Rainy,Night,Gold,41.13
U16313,P269,56,Female,Suburban,Student,Clothing,Cloudy,Afternoon,Bronze,89.12
U16314,P117,26,Female,Suburban,Professional,Clothing,Rainy,Evening,Gold,87.79
U16315,P472,38,Male,Urban,Professional,Home Decor,Sunny,Night,Bronze,154.06
U16316,P446,29,Male,Urban,Retired,Toys,Sunny,Afternoon,Platinum,67.16
U16317,P685,46,Female,Urban,Student,Groceries,Rainy,Night,Platinum,42.2
U16318,P444,50,Female,Urban,Student,Electronics,Rainy,Night,Gold,233.5
U16319,P846,60,Female,Urban,Student,Electronics,Sunny,Afternoon,Bronze,298.62
U16320,P794,32,Male,Urban,Retired,Groceries,Snowy,Morning,Bronze,43.34
U16321,P289,19,Male,Suburban,Student,Toys,Rainy,Night,Silver,71.77
U16322,P392,56,Male,Urban,Professional,Toys,Sunny,Evening,Bronze,78.92
U16323,P905,61,Male,Urban,Student,Electronics,Rainy,Morning,Gold,242.49
U16324,P570,35,Male,Rural,Student,Groceries,Sunny,Night,Platinum,41.46
U16325,P229,20,Female,Urban,Retired,Groceries,Cloudy,Evening,Platinum,43.04
U16326,P774,24,Male,Suburban,Unemployed,Electronics,Rainy,Evening,Bronze,306.54
U16327,P376,60,Female,Urban,Unemployed,Groceries,Rainy,Afternoon,Bronze,44.57
U16328,P337,35,Female,Rural,Retired,Groceries,Snowy,Morning,New,47.75
U16329,P528,61,Male,Urban,Retired,Clothing,Snowy,Morning,New,103.32
U16330,P108,55,Female,Suburban,Retired,Clothing,Snowy,Afternoon,New,106.83
U16331,P773,54,Male,Urban,Retired,Home Decor,Snowy,Night,Bronze,141.22
U16332,P394,50,Female,Rural,Student,Home Decor,Rainy,Night,Bronze,154.53
U16333,P648,61,Female,Urban,Student,Toys,Rainy,Evening,New,81.19
U16334,P164,48,Female,Suburban,Unemployed,Clothing,Snowy,Evening,Gold,80.95
U16335,P127,28,Female,Urban,Retired,Clothing,Snowy,Evening,Silver,81.36
U16336,P248,21,Male,Rural,Retired,Clothing,Rainy,Evening,Silver,95.53
U16337,P792,35,Female,Suburban,Student,Clothing,Cloudy,Afternoon,Silver,82.67
U16338,P428,21,Female,Urban,Retired,Toys,Sunny,Night,Bronze,69.59
U16339,P481,51,Female,Urban,Professional,Electronics,Snowy,Evening,Platinum,253.3
U16340,P889,46,Female,Urban,Student,Toys,Sunny,Morning,Bronze,68.88
U16341,P571,41,Female,Urban,Professional,Electronics,Cloudy,Evening,Silver,288.51
U16342,P473,39,Female,Urban,Student,Home Decor,Cloudy,Evening,Bronze,145.31
U16343,P405,19,Male,Rural,Student,Clothing,Cloudy,Night,Platinum,82.18
U16344,P929,61,Male,Suburban,Student,Electronics,Rainy,Evening,Platinum,261.03
U16345,P357,23,Female,Rural,Unemployed,Toys,Sunny,Afternoon,Bronze,81.57
U16346,P280,59,Female,Urban,Unemployed,Electronics,Cloudy,Night,Platinum,219.65
U16347,P329,42,Other,Suburban,Student,Groceries,Snowy,Night,Silver,48.18
U16348,P114,38,Male,Urban,Student,Home Decor,Cloudy,Evening,Gold,131.76
U16349,P798,33,Male,Urban,Student,Home Decor,Snowy,Afternoon,Bronze,137.28
U16350,P390,48,Female,Suburban,Student,Clothing,Snowy,Night,Bronze,101.71
U16351,P867,31,Female,Urban,Retired,Clothing,Cloudy,Morning,Gold,76.9
U16352,P559,56,Female,Rural,Retired,Toys,Snowy,Evening,Bronze,81.13
U16353,P366,45,Male,Urban,Retired,Electronics,Snowy,Night,Platinum,245.77
U16354,P773,49,Male,Rural,Unemployed,Groceries,Rainy,Evening,Bronze,45.23
U16355,P104,45,Male,Suburban,Professional,Home Decor,Sunny,Morning,New,135.18
U16356,P577,26,Male,Urban,Student,Electronics,Rainy,Evening,Silver,271.15
U16357,P979,62,Other,Urban,Retired,Groceries,Rainy,Evening,Bronze,46.76
U16358,P189,39,Male,Urban,Retired,Electronics,Rainy,Afternoon,Platinum,257.4
U16359,P615,49,Male,Urban,Retired,Clothing,Sunny,Afternoon,Bronze,100.47
U16360,P167,22,Male,Suburban,Student,Home Decor,Sunny,Morning,Bronze,145.06
U16361,P203,40,Male,Rural,Student,Groceries,Cloudy,Afternoon,Silver,41.86
U16362,P899,22,Female,Urban,Professional,Clothing,Rainy,Night,Gold,88.84
U16363,P185,59,Male,Rural,Unemployed,Toys,Sunny,Afternoon,Platinum,65.2
U16364,P694,49,Male,Urban,Professional,Toys,Cloudy,Night,New,72.36
U16365,P393,27,Other,Suburban,Student,Clothing,Rainy,Morning,Bronze,99.97
U16366,P243,56,Male,Urban,Professional,Groceries,Rainy,Morning,Silver,47.99
U16367,P539,32,Female,Urban,Retired,Groceries,Snowy,Evening,New,52.74
U16368,P901,24,Male,Urban,Professional,Home Decor,Sunny,Night,Silver,126.26
U16369,P828,46,Female,Urban,Retired,Clothing,Snowy,Evening,Gold,85.04
U16370,P829,64,Male,Urban,Professional,Toys,Rainy,Evening,New,80.44
U16371,P479,20,Male,Urban,Retired,Clothing,Rainy,Evening,Bronze,103.25
U16372,P700,36,Female,Urban,Professional,Electronics,Rainy,Night,Bronze,309.26
U16373,P505,27,Male,Urban,Unemployed,Groceries,Cloudy,Afternoon,Gold,38.78
U16374,P470,45,Female,Urban,Professional,Electronics,Snowy,Night,Bronze,313.45
U16375,P602,46,Male,Suburban,Student,Toys,Snowy,Afternoon,Bronze,80.36
U16376,P379,32,Female,Rural,Student,Groceries,Rainy,Night,New,48.76
U16377,P755,52,Female,Urban,Retired,Toys,Snowy,Morning,Platinum,67.11
U16378,P498,23,Male,Urban,Student,Toys,Rainy,Morning,Silver,70.22
U16379,P615,29,Male,Suburban,Retired,Toys,Rainy,Afternoon,New,86.98
U16380,P976,64,Female,Urban,Unemployed,Home Decor,Snowy,Evening,New,146.34
U16381,P431,55,Female,Suburban,Student,Toys,Sunny,Evening,New,84.26
U16382,P147,30,Male,Urban,Student,Toys,Rainy,Evening,Bronze,70.76
U16383,P328,46,Female,Urban,Retired,Electronics,Rainy,Evening,Gold,272.97
