CustomerID,LoyaltyTier,ProductID,Category,BasePrice,StockLevel,Rating,TimeOfDay,DayOfWeek,CompetitorPrice,PersonalizedPrice,ExpectedConversionRate,CustomerSegment,SegmentLabel
9381,3,59004,Sports,54.07,75,4.4,Night,Saturday,257.27,52.45,0.9,3,Loyal Premium Buyers
2715,0,39714,Clothing,956.6,98,2.0,Evening,Monday,658.09,759.51,1.0,4,Impulse Shoppers
7450,0,27198,Sports,429.92,83,2.2,Night,Saturday,143.83,265.38,1.0,4,Impulse Shoppers
6433,2,76951,Clothing,297.0,37,3.7,Morning,Monday,340.47,267.3,1.0,0,Balanced Loyalists
2098,3,11652,Home & Kitchen,536.5,78,1.9,Evening,Monday,406.9,455.6,0.9,3,Loyal Premium Buyers
8096,0,53625,Sports,803.2,29,1.9,Night,Saturday,779.37,751.12,1.0,1,Price-Sensitive Newcomers
3326,1,95982,Home & Kitchen,480.01,83,2.2,Afternoon,Wednesday,315.7,397.86,0.9,0,Balanced Loyalists
7416,0,28740,Home & Kitchen,648.65,37,3.7,Afternoon,Friday,58.54,321.16,1.0,4,Impulse Shoppers
7980,0,13810,Home & Kitchen,504.92,21,4.6,Evening,Thursday,188.93,321.68,1.0,4,Impulse Shoppers
7763,1,26569,Home & Kitchen,634.96,88,3.7,Afternoon,Tuesday,612.01,623.49,0.9,0,Balanced Loyalists
2674,3,89120,Electronics,146.65,90,4.3,Afternoon,Sunday,25.1,81.48,0.9,3,Loyal Premium Buyers
8950,2,36783,Toys,48.28,12,3.2,Morning,Monday,794.31,43.45,1.0,2,Discount Hunters
9915,2,88047,Electronics,145.53,48,1.3,Evening,Friday,902.11,130.98,1.0,2,Discount Hunters
7049,2,19471,Clothing,292.98,83,1.4,Afternoon,Tuesday,500.44,263.68,1.0,0,Balanced Loyalists
2089,1,16163,Clothing,260.82,47,3.2,Night,Friday,710.55,260.82,0.8,2,Discount Hunters
5578,0,73087,Toys,619.02,94,2.3,Evening,Saturday,468.05,512.58,1.0,4,Impulse Shoppers
1155,3,72071,Toys,461.33,15,1.9,Evening,Tuesday,315.68,374.67,0.9,3,Loyal Premium Buyers
2958,0,26065,Toys,48.42,67,2.9,Afternoon,Friday,173.22,46.0,1.0,4,Impulse Shoppers
7344,2,93456,Home & Kitchen,44.52,13,3.7,Afternoon,Thursday,522.98,40.07,1.0,0,Balanced Loyalists
6779,0,58348,Electronics,99.68,59,2.5,Morning,Sunday,930.59,94.7,1.0,1,Price-Sensitive Newcomers
7144,1,29154,Clothing,359.55,73,4.2,Night,Friday,891.07,359.55,0.8,2,Discount Hunters
6063,1,30229,Electronics,16.12,13,4.0,Morning,Sunday,920.43,16.12,0.8,2,Discount Hunters
4830,3,62587,Electronics,499.05,80,3.9,Morning,Friday,966.75,484.08,0.9,2,Discount Hunters
9831,3,59713,Electronics,367.06,78,4.9,Night,Sunday,173.7,259.37,0.9,3,Loyal Premium Buyers
7659,2,36997,Toys,559.89,72,2.2,Afternoon,Monday,155.06,301.49,1.0,5,Premium Deal Seekers
1441,3,31101,Toys,723.62,19,3.6,Morning,Sunday,433.48,556.84,0.9,3,Loyal Premium Buyers
7040,0,50391,Clothing,258.46,57,4.4,Evening,Sunday,692.42,245.54,1.0,1,Price-Sensitive Newcomers
6925,1,85863,Clothing,165.51,32,3.3,Morning,Monday,445.3,165.51,0.8,2,Discount Hunters
8358,1,82723,Clothing,285.27,99,4.2,Night,Monday,893.43,285.27,0.8,2,Discount Hunters
5628,1,69405,Electronics,11.75,87,2.7,Morning,Saturday,720.22,11.75,0.8,2,Discount Hunters
7370,3,44948,Toys,128.81,21,3.4,Morning,Sunday,637.63,124.95,0.9,2,Discount Hunters
1948,1,63031,Home & Kitchen,753.32,82,1.2,Evening,Friday,80.33,416.83,0.9,5,Premium Deal Seekers
9179,1,47921,Electronics,230.58,14,4.9,Night,Thursday,183.58,207.08,0.9,0,Balanced Loyalists
7115,1,82571,Sports,994.36,80,4.2,Evening,Tuesday,433.87,714.12,0.9,0,Balanced Loyalists
1459,2,87007,Electronics,176.15,24,4.5,Afternoon,Monday,976.61,158.53,1.0,2,Discount Hunters
8568,2,38460,Toys,790.88,49,3.8,Night,Wednesday,341.06,486.88,1.0,5,Premium Deal Seekers
5646,3,31071,Sports,707.99,32,1.7,Morning,Friday,633.68,649.6,0.9,3,Loyal Premium Buyers
1392,1,76118,Electronics,328.91,75,1.1,Evening,Thursday,989.02,328.91,0.8,2,Discount Hunters
2787,3,58282,Toys,337.43,11,4.5,Evening,Thursday,271.38,294.28,0.9,3,Loyal Premium Buyers
8374,1,68445,Toys,567.92,60,2.6,Night,Monday,175.0,371.46,0.9,5,Premium Deal Seekers
2138,1,91067,Home & Kitchen,853.85,68,2.1,Evening,Saturday,550.87,702.36,0.9,0,Balanced Loyalists
5741,1,92208,Electronics,392.33,61,3.2,Night,Monday,556.37,392.33,0.8,2,Discount Hunters
8418,3,64816,Toys,70.57,90,2.7,Afternoon,Saturday,922.67,68.45,0.9,2,Discount Hunters
7362,3,95779,Clothing,380.67,5,3.6,Night,Wednesday,36.17,215.46,0.9,3,Loyal Premium Buyers
3454,1,13060,Toys,215.24,36,2.9,Night,Wednesday,413.3,215.24,0.8,2,Discount Hunters
4674,0,23731,Home & Kitchen,939.81,97,3.8,Afternoon,Monday,319.22,582.52,1.0,4,Impulse Shoppers
2377,3,87830,Toys,700.3,64,4.4,Afternoon,Tuesday,575.34,616.81,0.9,3,Loyal Premium Buyers
7701,2,30719,Electronics,60.32,78,1.8,Morning,Sunday,19.24,33.75,1.0,5,Premium Deal Seekers
3597,3,57042,Electronics,300.06,32,2.3,Evening,Monday,713.95,291.06,0.9,2,Discount Hunters
1141,1,59116,Sports,59.71,71,2.7,Afternoon,Monday,490.14,59.71,0.8,2,Discount Hunters
3659,0,36325,Electronics,831.72,74,4.8,Afternoon,Thursday,703.68,726.11,1.0,1,Price-Sensitive Newcomers
5596,1,32597,Sports,907.23,66,2.5,Evening,Monday,453.33,680.28,0.9,5,Premium Deal Seekers
6661,2,77439,Clothing,121.16,10,2.5,Evening,Monday,479.45,109.04,1.0,0,Balanced Loyalists
7142,3,24551,Home & Kitchen,445.89,99,3.6,Morning,Monday,896.59,432.51,0.9,2,Discount Hunters
6626,3,34278,Clothing,932.56,21,2.7,Morning,Tuesday,218.79,547.7,0.9,3,Loyal Premium Buyers
9787,1,25141,Sports,153.76,40,4.8,Night,Thursday,225.31,153.76,0.8,2,Discount Hunters
9472,1,77913,Toys,298.98,42,4.6,Morning,Friday,563.88,298.98,0.8,2,Discount Hunters
1423,2,43615,Toys,311.23,72,3.1,Afternoon,Friday,663.62,280.11,1.0,0,Balanced Loyalists
7999,0,72751,Clothing,39.76,46,3.6,Afternoon,Friday,361.14,37.77,1.0,1,Price-Sensitive Newcomers
5249,2,37452,Toys,45.91,82,1.2,Evening,Friday,524.32,41.32,1.0,0,Balanced Loyalists
2750,0,32725,Sports,953.26,73,3.8,Morning,Thursday,235.58,546.76,1.0,4,Impulse Shoppers
5757,3,60391,Home & Kitchen,575.38,41,3.8,Night,Monday,144.55,342.7,0.9,3,Loyal Premium Buyers
2967,0,85060,Electronics,313.58,94,2.4,Night,Friday,245.88,264.05,1.0,4,Impulse Shoppers
5088,0,21698,Sports,384.89,4,1.9,Night,Monday,917.21,383.93,1.0,1,Price-Sensitive Newcomers
5178,3,96711,Sports,717.69,99,4.7,Night,Sunday,803.8,696.16,0.9,2,Discount Hunters
8789,3,87850,Electronics,372.85,14,2.7,Evening,Sunday,148.84,249.66,0.9,3,Loyal Premium Buyers
3946,3,12365,Electronics,235.48,14,3.6,Morning,Friday,56.09,138.72,0.9,3,Loyal Premium Buyers
6394,2,53372,Home & Kitchen,110.82,53,1.1,Morning,Tuesday,102.25,95.45,1.0,5,Premium Deal Seekers
8880,3,54134,Home & Kitchen,731.64,84,2.7,Morning,Monday,300.5,494.12,0.9,3,Loyal Premium Buyers
6075,1,47823,Home & Kitchen,188.76,29,4.3,Morning,Thursday,813.25,188.76,0.8,2,Discount Hunters
8230,3,81158,Toys,78.95,23,2.6,Night,Saturday,328.16,76.58,0.9,3,Loyal Premium Buyers
2531,3,11949,Sports,432.68,85,3.4,Night,Tuesday,193.8,300.26,0.9,3,Loyal Premium Buyers
3990,3,59396,Electronics,49.18,31,1.8,Evening,Saturday,401.88,47.7,0.9,3,Loyal Premium Buyers
8155,0,41912,Sports,965.35,96,2.7,Evening,Tuesday,132.81,500.81,1.0,4,Impulse Shoppers
5493,2,66947,Sports,631.02,71,4.7,Night,Thursday,475.51,490.16,1.0,0,Balanced Loyalists
1933,3,54387,Home & Kitchen,161.17,77,3.3,Afternoon,Tuesday,678.8,156.33,0.9,2,Discount Hunters
2460,2,73965,Home & Kitchen,180.73,61,4.6,Morning,Sunday,375.16,162.66,1.0,0,Balanced Loyalists
3723,1,26508,Sports,574.13,23,4.6,Evening,Monday,181.88,378.0,0.9,5,Premium Deal Seekers
1285,1,55592,Home & Kitchen,363.0,8,4.8,Night,Wednesday,458.67,381.15,0.6,6,Passive Loyalists
1264,3,11919,Toys,776.52,76,4.6,Morning,Wednesday,764.86,747.39,0.9,2,Discount Hunters
7816,1,52595,Electronics,550.35,16,1.0,Morning,Friday,85.83,318.09,0.9,5,Premium Deal Seekers
2762,2,19617,Sports,439.0,26,4.7,Night,Sunday,80.23,215.72,1.0,5,Premium Deal Seekers
1040,0,85268,Electronics,963.35,29,1.5,Afternoon,Friday,324.93,595.97,1.0,4,Impulse Shoppers
6827,3,43298,Toys,396.82,93,1.2,Afternoon,Monday,420.9,384.92,0.9,3,Loyal Premium Buyers
9259,1,16929,Home & Kitchen,406.6,6,1.2,Evening,Thursday,224.31,335.79,0.9,5,Premium Deal Seekers
1987,2,24456,Clothing,669.11,37,2.4,Night,Monday,36.64,285.96,1.0,5,Premium Deal Seekers
8804,2,96676,Toys,811.38,33,3.5,Evening,Friday,227.36,438.23,1.0,5,Premium Deal Seekers
8789,1,93721,Clothing,629.95,95,2.6,Afternoon,Tuesday,441.02,535.49,0.9,0,Balanced Loyalists
6717,2,47924,Electronics,701.62,46,1.1,Evening,Saturday,88.63,324.96,1.0,5,Premium Deal Seekers
4198,2,34240,Sports,379.2,61,2.9,Evening,Sunday,718.73,341.28,1.0,0,Balanced Loyalists
6374,3,97381,Home & Kitchen,484.7,41,2.8,Afternoon,Monday,556.58,470.16,0.9,3,Loyal Premium Buyers
5790,2,19228,Toys,205.06,18,4.0,Morning,Monday,440.1,184.55,1.0,0,Balanced Loyalists
8183,1,31686,Home & Kitchen,683.44,95,2.1,Morning,Thursday,523.52,603.48,0.9,0,Balanced Loyalists
3524,3,21920,Clothing,229.24,16,1.9,Afternoon,Friday,659.25,222.36,0.9,2,Discount Hunters
3479,1,17432,Clothing,11.24,51,2.0,Morning,Monday,994.85,11.24,0.8,2,Discount Hunters
6154,0,73575,Sports,934.42,37,2.2,Night,Tuesday,777.37,809.17,1.0,1,Price-Sensitive Newcomers
1778,1,81725,Clothing,312.96,14,3.4,Morning,Saturday,544.96,312.96,0.8,2,Discount Hunters
2492,1,43910,Sports,204.67,68,2.9,Afternoon,Tuesday,772.83,204.67,0.8,2,Discount Hunters
1660,3,40226,Toys,275.47,30,2.3,Night,Wednesday,480.47,267.21,0.9,3,Loyal Premium Buyers
2348,2,83150,Sports,337.14,60,2.5,Evening,Friday,317.8,293.76,1.0,5,Premium Deal Seekers
8851,1,69099,Clothing,479.8,53,2.5,Afternoon,Tuesday,269.34,374.57,0.9,5,Premium Deal Seekers
8156,3,96760,Electronics,78.66,97,4.9,Afternoon,Thursday,405.48,76.3,0.9,2,Discount Hunters
3044,0,28013,Sports,62.15,36,1.9,Morning,Saturday,12.26,34.1,1.0,4,Impulse Shoppers
8368,3,31446,Home & Kitchen,299.98,30,4.3,Night,Friday,185.19,233.59,0.9,3,Loyal Premium Buyers
4516,3,80375,Electronics,302.81,64,3.8,Afternoon,Tuesday,135.27,209.96,0.9,3,Loyal Premium Buyers
5577,2,72509,Sports,126.47,14,1.0,Night,Monday,960.74,113.82,1.0,2,Discount Hunters
1727,1,10557,Home & Kitchen,410.74,23,5.0,Night,Friday,74.2,242.47,0.9,5,Premium Deal Seekers
8468,0,40666,Electronics,291.19,48,4.0,Morning,Tuesday,505.96,276.63,1.0,1,Price-Sensitive Newcomers
1342,3,47389,Sports,35.79,28,3.7,Afternoon,Sunday,920.52,34.72,0.9,2,Discount Hunters
2447,1,57700,Toys,886.86,7,2.6,Night,Monday,611.45,793.5,0.9,0,Balanced Loyalists
7581,1,34578,Home & Kitchen,887.16,42,3.2,Night,Wednesday,500.32,693.74,0.9,0,Balanced Loyalists
7317,3,84779,Toys,217.09,10,2.0,Evening,Saturday,745.56,210.58,0.9,2,Discount Hunters
1526,1,19596,Clothing,171.24,68,1.1,Morning,Friday,359.84,171.24,0.8,2,Discount Hunters
7748,3,67500,Sports,551.82,44,4.3,Afternoon,Friday,201.78,360.25,0.9,3,Loyal Premium Buyers
1405,3,82534,Sports,634.45,13,4.6,Night,Tuesday,848.81,615.42,0.9,2,Discount Hunters
8986,3,20129,Home & Kitchen,957.97,85,1.6,Morning,Wednesday,66.02,483.26,0.9,3,Loyal Premium Buyers
4740,0,73394,Sports,383.57,33,4.1,Afternoon,Thursday,809.72,364.39,1.0,1,Price-Sensitive Newcomers
2846,3,76046,Clothing,622.02,92,4.0,Night,Tuesday,112.33,348.51,0.9,3,Loyal Premium Buyers
2478,2,21596,Sports,879.4,87,1.7,Afternoon,Tuesday,629.31,666.41,1.0,5,Premium Deal Seekers
1771,1,75355,Electronics,455.45,32,2.7,Afternoon,Thursday,482.28,455.45,0.8,2,Discount Hunters
6525,0,22974,Toys,131.12,48,2.7,Morning,Thursday,998.56,124.56,1.0,1,Price-Sensitive Newcomers
9770,1,76673,Clothing,383.67,5,4.0,Morning,Thursday,394.04,402.85,0.6,6,Passive Loyalists
1193,0,80202,Clothing,145.2,61,4.4,Evening,Saturday,957.71,137.94,1.0,1,Price-Sensitive Newcomers
3007,2,84442,Toys,26.47,90,1.4,Evening,Thursday,409.74,23.82,1.0,0,Balanced Loyalists
2185,0,31818,Toys,754.04,90,3.3,Evening,Sunday,684.88,681.76,1.0,1,Price-Sensitive Newcomers
3394,0,53246,Clothing,246.04,3,4.0,Night,Thursday,647.22,245.42,1.0,1,Price-Sensitive Newcomers
5005,0,65598,Toys,11.99,24,4.1,Evening,Monday,95.59,11.39,1.0,4,Impulse Shoppers
8429,1,12654,Home & Kitchen,873.71,98,1.6,Afternoon,Monday,745.93,809.82,0.9,0,Balanced Loyalists
3261,3,43758,Toys,449.35,34,3.1,Morning,Thursday,216.58,319.48,0.9,3,Loyal Premium Buyers
4736,1,34204,Electronics,246.47,84,4.4,Afternoon,Saturday,394.56,246.47,0.8,2,Discount Hunters
7716,3,44928,Electronics,270.16,94,2.3,Morning,Saturday,784.38,262.06,0.9,2,Discount Hunters
5875,1,63609,Home & Kitchen,248.13,42,2.7,Morning,Wednesday,944.87,248.13,0.8,2,Discount Hunters
9921,2,40552,Toys,202.61,20,4.2,Afternoon,Saturday,564.21,182.35,1.0,0,Balanced Loyalists
5378,2,20336,Electronics,842.81,41,1.4,Afternoon,Sunday,524.19,599.22,1.0,5,Premium Deal Seekers
8815,0,57037,Sports,178.63,82,4.4,Night,Sunday,509.87,169.7,1.0,1,Price-Sensitive Newcomers
4451,2,26206,Toys,566.24,20,2.2,Morning,Wednesday,818.4,509.62,1.0,0,Balanced Loyalists
8616,0,44831,Home & Kitchen,86.55,6,1.0,Evening,Thursday,993.18,86.33,1.0,1,Price-Sensitive Newcomers
3800,3,53563,Toys,950.03,57,1.9,Night,Saturday,637.26,765.14,0.9,3,Loyal Premium Buyers
9333,2,28361,Clothing,607.28,42,1.4,Evening,Monday,384.84,435.33,1.0,5,Premium Deal Seekers
6410,3,51335,Clothing,904.12,25,1.4,Night,Wednesday,226.48,538.18,0.9,3,Loyal Premium Buyers
2455,1,84469,Electronics,403.9,41,3.8,Morning,Monday,206.83,305.37,0.9,0,Balanced Loyalists
7892,3,35816,Clothing,812.57,41,1.9,Afternoon,Sunday,857.59,788.19,0.9,2,Discount Hunters
6808,1,25619,Home & Kitchen,855.12,3,4.7,Afternoon,Tuesday,992.43,897.88,0.6,6,Passive Loyalists
7796,3,36819,Electronics,705.92,43,3.1,Morning,Sunday,701.01,682.29,0.9,3,Loyal Premium Buyers
5796,3,21741,Home & Kitchen,102.02,46,2.8,Afternoon,Sunday,956.27,98.96,0.9,2,Discount Hunters
6093,2,18798,Home & Kitchen,25.92,57,2.7,Morning,Monday,356.5,23.33,1.0,0,Balanced Loyalists
2325,3,35143,Clothing,176.87,83,3.8,Morning,Thursday,631.32,171.56,0.9,2,Discount Hunters
5976,2,59695,Clothing,126.92,74,2.8,Morning,Saturday,516.57,114.23,1.0,0,Balanced Loyalists
2159,2,42747,Home & Kitchen,727.89,51,1.5,Night,Sunday,487.2,534.76,1.0,5,Premium Deal Seekers
5650,0,31182,Clothing,561.44,5,4.5,Afternoon,Saturday,636.05,560.04,1.0,1,Price-Sensitive Newcomers
5987,0,19415,Clothing,530.69,86,2.7,Night,Friday,317.24,397.43,1.0,4,Impulse Shoppers
5697,1,21085,Clothing,260.34,73,1.3,Evening,Thursday,644.22,260.34,0.8,2,Discount Hunters
1340,3,25008,Toys,163.06,97,3.1,Morning,Tuesday,676.13,158.17,0.9,2,Discount Hunters
4828,1,97638,Home & Kitchen,214.48,15,3.6,Afternoon,Saturday,837.75,214.48,0.8,2,Discount Hunters
2968,3,28452,Sports,406.27,88,2.1,Evening,Monday,733.18,394.08,0.9,2,Discount Hunters
1703,0,74075,Home & Kitchen,742.74,94,4.2,Morning,Wednesday,326.58,497.52,1.0,4,Impulse Shoppers
6482,0,18120,Electronics,261.97,39,3.7,Evening,Sunday,456.29,248.87,1.0,1,Price-Sensitive Newcomers
7376,3,74385,Clothing,701.63,70,3.6,Night,Thursday,129.17,394.35,0.9,3,Loyal Premium Buyers
2800,3,83356,Clothing,496.6,79,2.7,Night,Saturday,264.72,365.76,0.9,3,Loyal Premium Buyers
6463,0,28170,Sports,886.59,38,4.8,Afternoon,Wednesday,525.74,661.84,1.0,4,Impulse Shoppers
5912,0,26259,Electronics,240.59,39,2.1,Evening,Monday,109.75,163.14,1.0,4,Impulse Shoppers
5648,1,32099,Toys,456.35,52,3.3,Evening,Saturday,574.9,456.35,0.8,2,Discount Hunters
1855,0,19649,Home & Kitchen,105.7,86,2.2,Night,Tuesday,396.38,100.41,1.0,1,Price-Sensitive Newcomers
3866,3,69258,Toys,341.8,3,4.0,Night,Sunday,44.42,199.43,0.9,3,Loyal Premium Buyers
1182,1,51037,Electronics,511.81,29,1.2,Afternoon,Sunday,440.1,475.96,0.9,0,Balanced Loyalists
4112,3,21805,Sports,735.41,93,1.2,Morning,Thursday,288.33,489.81,0.9,3,Loyal Premium Buyers
6670,2,53147,Electronics,206.1,31,4.2,Afternoon,Wednesday,76.31,120.6,1.0,5,Premium Deal Seekers
5492,1,84280,Sports,225.91,66,2.7,Night,Saturday,300.44,225.91,0.8,2,Discount Hunters
6823,3,56053,Toys,635.26,99,2.4,Afternoon,Sunday,301.15,449.15,0.9,3,Loyal Premium Buyers
2517,0,86215,Toys,388.63,45,3.4,Morning,Thursday,361.52,355.64,1.0,4,Impulse Shoppers
6002,2,20985,Electronics,487.27,73,3.8,Night,Saturday,372.81,381.31,1.0,5,Premium Deal Seekers
2356,3,22391,Electronics,837.77,22,1.8,Morning,Thursday,435.47,611.49,0.9,3,Loyal Premium Buyers
4629,1,14861,Clothing,504.09,83,1.7,Afternoon,Wednesday,101.04,302.56,0.9,5,Premium Deal Seekers
4628,3,73582,Sports,655.97,10,4.8,Morning,Tuesday,15.23,315.92,0.9,3,Loyal Premium Buyers
9210,2,61928,Clothing,660.21,21,3.4,Night,Thursday,738.65,594.19,1.0,0,Balanced Loyalists
7132,1,44364,Home & Kitchen,805.58,17,2.6,Night,Tuesday,343.97,574.78,0.9,5,Premium Deal Seekers
7588,2,92399,Home & Kitchen,641.76,67,4.2,Morning,Tuesday,617.48,565.44,1.0,0,Balanced Loyalists
4311,3,52923,Electronics,74.16,7,3.1,Afternoon,Sunday,313.96,75.53,0.6,6,Passive Loyalists
7048,0,17919,Toys,348.75,36,2.0,Afternoon,Sunday,984.35,331.31,1.0,1,Price-Sensitive Newcomers
7246,0,65896,Home & Kitchen,989.42,67,1.8,Afternoon,Monday,322.27,606.37,1.0,4,Impulse Shoppers
1987,3,95818,Home & Kitchen,204.55,77,2.6,Afternoon,Saturday,608.99,198.41,0.9,2,Discount Hunters
4321,3,57396,Clothing,590.86,30,4.4,Evening,Wednesday,227.77,391.59,0.9,3,Loyal Premium Buyers
5615,3,44840,Clothing,844.51,87,1.2,Evening,Monday,522.62,658.23,0.9,3,Loyal Premium Buyers
9365,1,52255,Home & Kitchen,590.69,71,1.9,Morning,Friday,583.54,587.12,0.9,0,Balanced Loyalists
4741,2,81160,Electronics,378.55,94,4.6,Evening,Sunday,191.0,246.92,1.0,5,Premium Deal Seekers
4052,2,18176,Clothing,89.43,29,1.5,Evening,Saturday,132.42,80.49,1.0,5,Premium Deal Seekers
7574,2,43529,Home & Kitchen,368.05,72,3.5,Evening,Monday,973.87,331.25,1.0,0,Balanced Loyalists
1726,3,66406,Toys,190.25,74,1.9,Morning,Thursday,894.33,184.54,0.9,2,Discount Hunters
4760,2,22941,Clothing,961.25,33,3.4,Evening,Thursday,663.47,716.24,1.0,0,Balanced Loyalists
6806,3,11669,Home & Kitchen,717.88,59,2.5,Afternoon,Thursday,862.44,696.34,0.9,2,Discount Hunters
2875,1,95782,Sports,751.89,20,1.4,Afternoon,Friday,104.6,428.25,0.9,5,Premium Deal Seekers
7993,0,54859,Clothing,441.61,93,3.3,Morning,Tuesday,732.08,419.53,1.0,1,Price-Sensitive Newcomers
5033,3,65786,Sports,118.87,29,3.7,Morning,Sunday,292.75,115.3,0.9,3,Loyal Premium Buyers
6443,3,61083,Clothing,274.05,53,3.7,Morning,Thursday,544.1,265.83,0.9,2,Discount Hunters
1989,0,50076,Clothing,267.11,85,3.5,Night,Saturday,767.17,253.75,1.0,1,Price-Sensitive Newcomers
4744,0,30323,Sports,491.91,1,3.0,Evening,Saturday,43.14,266.3,1.0,4,Impulse Shoppers
9611,1,16021,Electronics,466.37,34,3.1,Morning,Sunday,697.89,466.37,0.8,2,Discount Hunters
1593,2,49807,Home & Kitchen,439.07,44,3.5,Morning,Monday,440.52,395.16,1.0,0,Balanced Loyalists
2774,3,60355,Electronics,501.02,96,3.8,Morning,Tuesday,445.28,458.12,0.9,3,Loyal Premium Buyers
1935,2,54732,Electronics,987.15,14,3.6,Afternoon,Monday,908.21,848.96,1.0,0,Balanced Loyalists
4808,3,18711,Home & Kitchen,305.37,37,3.3,Morning,Monday,861.14,296.21,0.9,2,Discount Hunters
1331,1,73079,Toys,619.12,35,1.6,Afternoon,Thursday,66.96,343.04,0.9,5,Premium Deal Seekers
8922,0,17904,Electronics,247.11,59,1.8,Afternoon,Monday,622.13,234.75,1.0,1,Price-Sensitive Newcomers
3702,1,74033,Electronics,471.94,24,2.0,Night,Sunday,441.49,456.72,0.9,0,Balanced Loyalists
6889,0,96478,Electronics,208.05,65,4.7,Morning,Friday,126.64,156.94,1.0,4,Impulse Shoppers
6054,2,99787,Toys,562.61,6,4.0,Night,Saturday,852.54,531.67,1.0,0,Balanced Loyalists
4868,2,65096,Clothing,272.36,68,3.2,Morning,Saturday,80.8,149.34,1.0,5,Premium Deal Seekers
5200,1,13093,Sports,46.42,38,2.0,Evening,Saturday,41.78,44.1,0.9,5,Premium Deal Seekers
1201,0,34918,Sports,817.12,1,1.4,Morning,Sunday,205.54,509.29,1.0,4,Impulse Shoppers
3497,1,82743,Toys,136.97,41,4.6,Morning,Tuesday,310.35,136.97,0.8,2,Discount Hunters
2842,0,72636,Electronics,374.36,31,4.6,Morning,Thursday,70.27,203.6,1.0,4,Impulse Shoppers
5658,0,68806,Sports,482.41,36,1.4,Morning,Thursday,644.9,458.29,1.0,1,Price-Sensitive Newcomers
8544,2,19394,Toys,438.16,73,4.2,Morning,Sunday,442.78,394.34,1.0,0,Balanced Loyalists
8718,2,23280,Home & Kitchen,728.41,54,2.8,Morning,Monday,418.07,500.4,1.0,5,Premium Deal Seekers
1770,0,46303,Sports,600.81,87,2.3,Night,Monday,153.89,347.31,1.0,4,Impulse Shoppers
4155,0,37453,Home & Kitchen,302.42,31,4.0,Evening,Wednesday,443.41,287.3,1.0,1,Price-Sensitive Newcomers
2628,0,70695,Electronics,61.19,29,3.5,Night,Wednesday,396.26,58.13,1.0,1,Price-Sensitive Newcomers
1386,2,78449,Sports,769.92,85,4.1,Evening,Thursday,389.81,502.87,1.0,5,Premium Deal Seekers
7031,2,35765,Toys,359.0,3,1.3,Night,Sunday,226.38,272.95,1.0,5,Premium Deal Seekers
7439,3,12340,Clothing,890.83,58,2.3,Night,Thursday,103.49,470.44,0.9,3,Loyal Premium Buyers
7401,0,48057,Sports,401.11,90,2.3,Morning,Monday,268.1,314.55,1.0,4,Impulse Shoppers
5008,3,10597,Sports,720.48,61,2.3,Night,Sunday,670.6,673.93,0.9,3,Loyal Premium Buyers
3466,0,67988,Sports,940.17,6,3.0,Evening,Friday,82.19,508.83,1.0,4,Impulse Shoppers
3282,2,25025,Sports,654.64,20,2.1,Afternoon,Friday,388.5,456.11,1.0,5,Premium Deal Seekers
2856,3,17145,Toys,419.35,61,2.8,Evening,Saturday,519.23,406.77,0.9,3,Loyal Premium Buyers
8980,3,65797,Toys,571.73,46,2.5,Night,Monday,963.52,554.58,0.9,2,Discount Hunters
2998,1,51723,Clothing,548.01,13,3.9,Afternoon,Sunday,845.39,548.01,0.8,2,Discount Hunters
6476,0,83230,Toys,588.97,23,3.4,Morning,Wednesday,917.45,559.52,1.0,1,Price-Sensitive Newcomers
5669,2,14830,Toys,155.35,79,3.6,Afternoon,Wednesday,821.8,139.81,1.0,0,Balanced Loyalists
5318,1,33930,Electronics,701.52,31,1.8,Morning,Friday,593.22,647.37,0.9,0,Balanced Loyalists
8064,1,33752,Electronics,153.59,4,2.3,Evening,Thursday,862.18,161.27,0.6,6,Passive Loyalists
8446,0,86025,Home & Kitchen,24.47,75,1.1,Afternoon,Monday,569.59,23.25,1.0,1,Price-Sensitive Newcomers
2431,1,91304,Clothing,628.53,66,1.4,Afternoon,Saturday,364.17,496.35,0.9,5,Premium Deal Seekers
6624,0,72040,Electronics,125.74,16,2.1,Afternoon,Saturday,378.62,119.45,1.0,1,Price-Sensitive Newcomers
8461,1,77696,Clothing,772.71,31,1.3,Morning,Thursday,569.81,671.26,0.9,0,Balanced Loyalists
2819,0,74648,Clothing,867.31,48,3.4,Morning,Wednesday,811.35,795.96,1.0,1,Price-Sensitive Newcomers
2130,2,65030,Sports,945.29,43,5.0,Evening,Friday,142.32,449.28,1.0,5,Premium Deal Seekers
7563,0,66815,Clothing,667.83,4,1.4,Evening,Thursday,48.87,356.68,1.0,4,Impulse Shoppers
3658,0,95669,Sports,487.19,62,4.3,Night,Wednesday,791.67,462.83,1.0,1,Price-Sensitive Newcomers
4500,3,45690,Home & Kitchen,358.76,48,1.5,Morning,Wednesday,651.12,348.0,0.9,3,Loyal Premium Buyers
9566,2,98406,Home & Kitchen,496.02,28,3.7,Evening,Sunday,823.1,446.42,1.0,0,Balanced Loyalists
3120,2,67923,Home & Kitchen,198.45,16,3.6,Afternoon,Saturday,976.91,178.6,1.0,2,Discount Hunters
5020,2,46572,Sports,354.94,89,4.6,Afternoon,Wednesday,258.88,271.42,1.0,5,Premium Deal Seekers
